id,duration,start_date,src,start_terminal,end_date,end_station,end_terminal,bike,subscriber,zip
678755,715,3/12/2015 10:03,5th at Howard,57,3/12/2015 10:15,Broadway St at Battery St,82,137,Subscriber,94618
678562,637,3/12/2015 8:56,Golden Gate at Polk,59,3/12/2015 9:07,Townsend at 7th,65,709,Subscriber,94117
678515,476,3/12/2015 8:46,San Francisco Caltrain (Townsend at 4th),70,3/12/2015 8:54,Howard at 2nd,63,566,Subscriber,94305
678423,452,3/12/2015 8:14,Embarcadero at Bryant,54,3/12/2015 8:22,San Francisco Caltrain (Townsend at 4th),70,306,Subscriber,94105
678395,348,3/12/2015 8:10,Embarcadero at Sansome,60,3/12/2015 8:15,Harry Bridges Plaza (Ferry Building),50,614,Subscriber,94111
678074,615,3/11/2015 21:14,Market at 4th,76,3/11/2015 21:24,2nd at South Park,64,463,Subscriber,94107
678034,223,3/11/2015 20:21,Howard at 2nd,63,3/11/2015 20:25,2nd at South Park,64,376,Subscriber,94107
677875,502,3/11/2015 18:31,Market at Sansome,77,3/11/2015 18:40,Grant Avenue at Columbus Avenue,73,423,Subscriber,94133
677686,379,3/11/2015 17:35,Market at 10th,67,3/11/2015 17:41,Townsend at 7th,65,349,Subscriber,94587
677550,693,3/11/2015 17:00,Stanford in Redwood City,25,3/11/2015 17:11,Redwood City Caltrain Station,22,15,Subscriber,95037
677518,519,3/11/2015 16:52,2nd at Townsend,61,3/11/2015 17:01,Harry Bridges Plaza (Ferry Building),50,356,Subscriber,94534
677226,321,3/11/2015 12:40,Yerba Buena Center of the Arts (3rd @ Howard),68,3/11/2015 12:46,2nd at South Park,64,423,Subscriber,94080
677026,513,3/11/2015 9:56,Harry Bridges Plaza (Ferry Building),50,3/11/2015 10:04,Embarcadero at Bryant,54,519,Subscriber,94114
676117,609,3/10/2015 18:00,Market at 10th,67,3/10/2015 18:10,San Francisco Caltrain 2 (330 Townsend),69,453,Subscriber,95130
676032,4336,3/10/2015 17:33,Harry Bridges Plaza (Ferry Building),50,3/10/2015 18:45,Embarcadero at Sansome,60,632,Customer,75300
676017,605,3/10/2015 17:28,San Francisco Caltrain 2 (330 Townsend),69,3/10/2015 17:38,Civic Center BART (7th at Market),72,452,Subscriber,94601
675631,230,3/10/2015 14:54,Steuart at Market,74,3/10/2015 14:58,Embarcadero at Bryant,54,412,Subscriber,94110
675450,751,3/10/2015 11:35,Embarcadero at Sansome,60,3/10/2015 11:47,Harry Bridges Plaza (Ferry Building),50,488,Customer,nil
674969,206,3/10/2015 8:26,San Francisco Caltrain 2 (330 Townsend),69,3/10/2015 8:29,Townsend at 7th,65,487,Subscriber,94127
674950,165,3/10/2015 8:19,Howard at 2nd,63,3/10/2015 8:21,Temporary Transbay Terminal (Howard at Beale),55,268,Subscriber,94107
674849,511,3/10/2015 7:54,Embarcadero at Bryant,54,3/10/2015 8:02,Mechanics Plaza (Market at Battery),75,602,Subscriber,94105
674841,85,3/10/2015 7:48,2nd at Folsom,62,3/10/2015 7:49,Howard at 2nd,63,268,Subscriber,94107
674564,284,3/9/2015 20:20,Davis at Jackson,42,3/9/2015 20:25,Temporary Transbay Terminal (Howard at Beale),55,566,Subscriber,94105
674477,636,3/9/2015 19:15,Mountain View Caltrain Station,28,3/9/2015 19:26,Rengstorff Avenue / California Street,33,712,Subscriber,94043
673874,375,3/9/2015 15:27,2nd at South Park,64,3/9/2015 15:33,San Francisco Caltrain 2 (330 Townsend),69,506,Subscriber,94107
673754,557,3/9/2015 12:20,Yerba Buena Center of the Arts (3rd @ Howard),68,3/9/2015 12:30,Clay at Battery,41,282,Subscriber,94107
673726,954,3/9/2015 11:47,Yerba Buena Center of the Arts (3rd @ Howard),68,3/9/2015 12:03,San Francisco Caltrain (Townsend at 4th),70,623,Customer,45247
673708,477,3/9/2015 11:39,Market at 10th,67,3/9/2015 11:47,Market at Sansome,77,427,Subscriber,94103
673696,209,3/9/2015 11:25,Howard at 2nd,63,3/9/2015 11:29,2nd at South Park,64,452,Subscriber,94105
673443,197,3/9/2015 9:21,Harry Bridges Plaza (Ferry Building),50,3/9/2015 9:25,Embarcadero at Vallejo,48,329,Subscriber,94114
673398,297,3/9/2015 9:07,2nd at South Park,64,3/9/2015 9:11,Howard at 2nd,63,317,Subscriber,94107
673363,751,3/9/2015 8:56,Townsend at 7th,65,3/9/2015 9:09,Harry Bridges Plaza (Ferry Building),50,509,Subscriber,94107
673051,375,3/9/2015 6:53,Castro Street and El Camino Real,32,3/9/2015 6:59,Mountain View Caltrain Station,28,656,Subscriber,94040
672956,728,3/8/2015 20:51,Powell Street BART,39,3/8/2015 21:03,Grant Avenue at Columbus Avenue,73,273,Subscriber,94133
672345,929,3/7/2015 18:56,St James Park,13,3/7/2015 19:11,SJSU 4th at San Carlos,12,646,Subscriber,95112
672025,503,3/7/2015 10:56,Powell at Post (Union Square),71,3/7/2015 11:04,2nd at Townsend,61,632,Subscriber,94164
672021,786,3/7/2015 10:49,Market at 10th,67,3/7/2015 11:02,Harry Bridges Plaza (Ferry Building),50,267,Subscriber,94102
671874,278,3/6/2015 22:27,Davis at Jackson,42,3/6/2015 22:32,Beale at Market,56,478,Subscriber,94110
671140,477,3/6/2015 14:54,San Francisco Caltrain 2 (330 Townsend),69,3/6/2015 15:02,5th at Howard,57,491,Subscriber,94107
671118,395,3/6/2015 14:40,Yerba Buena Center of the Arts (3rd @ Howard),68,3/6/2015 14:47,San Francisco Caltrain (Townsend at 4th),70,100,Subscriber,94301
670824,244,3/6/2015 10:29,Howard at 2nd,63,3/6/2015 10:33,Embarcadero at Folsom,51,574,Subscriber,94105
670767,219,3/6/2015 9:47,Mountain View Caltrain Station,28,3/6/2015 9:51,Mountain View City Hall,27,108,Subscriber,94114
670692,610,3/6/2015 9:21,Grant Avenue at Columbus Avenue,73,3/6/2015 9:31,Embarcadero at Folsom,51,342,Subscriber,94124
670517,213,3/6/2015 8:37,Grant Avenue at Columbus Avenue,73,3/6/2015 8:41,Clay at Battery,41,238,Subscriber,94111
670408,239,3/6/2015 8:07,San Francisco Caltrain 2 (330 Townsend),69,3/6/2015 8:11,Townsend at 7th,65,651,Subscriber,95051
670218,848,3/6/2015 6:43,San Francisco Caltrain (Townsend at 4th),70,3/6/2015 6:57,Temporary Transbay Terminal (Howard at Beale),55,401,Subscriber,94030
670187,1124,3/6/2015 4:51,Townsend at 7th,65,3/6/2015 5:10,Howard at 2nd,63,275,Subscriber,94107
669958,242,3/5/2015 18:37,Townsend at 7th,65,3/5/2015 18:41,San Francisco Caltrain (Townsend at 4th),70,327,Subscriber,94158
669850,519,3/5/2015 18:02,Market at Sansome,77,3/5/2015 18:10,2nd at South Park,64,209,Subscriber,94102
669739,651,3/5/2015 17:26,Temporary Transbay Terminal (Howard at Beale),55,3/5/2015 17:37,San Francisco Caltrain (Townsend at 4th),70,275,Subscriber,94086
669406,676,3/5/2015 15:09,Grant Avenue at Columbus Avenue,73,3/5/2015 15:20,Market at 10th,67,625,Subscriber,94109
669168,585,3/5/2015 11:24,San Francisco Caltrain (Townsend at 4th),70,3/5/2015 11:34,Post at Kearny,47,420,Subscriber,94107
669057,571,3/5/2015 9:53,Embarcadero at Sansome,60,3/5/2015 10:02,Market at Sansome,77,448,Subscriber,94111
668757,464,3/5/2015 8:30,San Francisco Caltrain (Townsend at 4th),70,3/5/2015 8:37,Embarcadero at Folsom,51,393,Subscriber,94303
668493,1047,3/5/2015 7:10,5th at Howard,57,3/5/2015 7:28,Steuart at Market,74,589,Subscriber,94107
668351,914,3/4/2015 21:38,Steuart at Market,74,3/4/2015 21:53,San Francisco Caltrain 2 (330 Townsend),69,109,Subscriber,94107
668324,1309,3/4/2015 21:02,Powell at Post (Union Square),71,3/4/2015 21:24,Embarcadero at Sansome,60,485,Subscriber,94111
668301,410,3/4/2015 20:24,5th at Howard,57,3/4/2015 20:31,San Francisco Caltrain 2 (330 Townsend),69,222,Subscriber,94306
668206,555,3/4/2015 19:09,San Francisco Caltrain 2 (330 Townsend),69,3/4/2015 19:18,Powell Street BART,39,457,Subscriber,94107
668088,310,3/4/2015 18:15,Embarcadero at Sansome,60,3/4/2015 18:20,Steuart at Market,74,511,Subscriber,94114
668006,467,3/4/2015 17:50,Temporary Transbay Terminal (Howard at Beale),55,3/4/2015 17:58,5th at Howard,57,352,Subscriber,94133
667682,399,3/4/2015 16:09,2nd at Townsend,61,3/4/2015 16:16,Harry Bridges Plaza (Ferry Building),50,437,Subscriber,94904
667475,257,3/4/2015 12:52,2nd at South Park,64,3/4/2015 12:56,San Francisco Caltrain (Townsend at 4th),70,878,Subscriber,94117
667417,645,3/4/2015 11:56,Yerba Buena Center of the Arts (3rd @ Howard),68,3/4/2015 12:07,Townsend at 7th,65,428,Subscriber,94109
667393,210,3/4/2015 11:40,Embarcadero at Vallejo,48,3/4/2015 11:43,Steuart at Market,74,447,Subscriber,94105
667373,166,3/4/2015 11:24,Civic Center BART (7th at Market),72,3/4/2015 11:26,Powell Street BART,39,606,Customer,94107
667255,517,3/4/2015 9:48,Steuart at Market,74,3/4/2015 9:56,2nd at Townsend,61,270,Subscriber,94705
666822,378,3/4/2015 8:01,5th at Howard,57,3/4/2015 8:08,San Francisco Caltrain (Townsend at 4th),70,448,Subscriber,94103
666741,213,3/4/2015 7:44,San Jose Diridon Caltrain Station,2,3/4/2015 7:48,Santa Clara at Almaden,4,81,Subscriber,94305
666508,340,3/3/2015 21:10,Market at 4th,76,3/3/2015 21:15,Civic Center BART (7th at Market),72,374,Subscriber,94107
666478,212,3/3/2015 20:18,Townsend at 7th,65,3/3/2015 20:22,San Francisco Caltrain (Townsend at 4th),70,404,Subscriber,94107
666444,853,3/3/2015 19:46,Grant Avenue at Columbus Avenue,73,3/3/2015 20:01,Post at Kearny,47,423,Customer,3861
666207,383,3/3/2015 18:00,Howard at 2nd,63,3/3/2015 18:07,San Francisco Caltrain (Townsend at 4th),70,389,Subscriber,94404
666158,404,3/3/2015 17:43,Grant Avenue at Columbus Avenue,73,3/3/2015 17:50,Market at Sansome,77,469,Subscriber,94618
665929,1016,3/3/2015 16:39,Washington at Kearny,46,3/3/2015 16:56,5th at Howard,57,672,Customer,85719
665653,1078,3/3/2015 13:29,Embarcadero at Sansome,60,3/3/2015 13:47,Embarcadero at Bryant,54,593,Customer,12571
665638,275,3/3/2015 13:07,Post at Kearny,47,3/3/2015 13:12,Steuart at Market,74,306,Subscriber,94110
665628,1209,3/3/2015 13:00,Townsend at 7th,65,3/3/2015 13:20,Commercial at Montgomery,45,322,Customer,94707
665566,406,3/3/2015 12:10,Market at Sansome,77,3/3/2015 12:17,Temporary Transbay Terminal (Howard at Beale),55,314,Subscriber,94109
665554,507,3/3/2015 12:03,Civic Center BART (7th at Market),72,3/3/2015 12:12,Commercial at Montgomery,45,448,Subscriber,94107
665474,17570,3/3/2015 11:05,Market at 4th,76,3/3/2015 15:58,Embarcadero at Sansome,60,382,Customer,37360
665082,239,3/3/2015 8:40,San Antonio Caltrain Station,29,3/3/2015 8:44,San Antonio Shopping Center,31,177,Subscriber,94133
664985,925,3/3/2015 8:14,San Francisco Caltrain 2 (330 Townsend),69,3/3/2015 8:29,Golden Gate at Polk,59,571,Subscriber,94305
664597,377,3/2/2015 20:25,2nd at Folsom,62,3/2/2015 20:31,San Francisco Caltrain 2 (330 Townsend),69,334,Subscriber,94403
664386,951,3/2/2015 18:26,Temporary Transbay Terminal (Howard at Beale),55,3/2/2015 18:42,Market at 10th,67,336,Subscriber,94102
664302,568,3/2/2015 17:57,2nd at Townsend,61,3/2/2015 18:07,Davis at Jackson,42,592,Subscriber,94111
664169,417,3/2/2015 17:22,Market at 10th,67,3/2/2015 17:29,Market at 4th,76,279,Subscriber,94107
664085,819,3/2/2015 17:02,Steuart at Market,74,3/2/2015 17:16,Townsend at 7th,65,292,Subscriber,94560
664006,913,3/2/2015 16:39,Townsend at 7th,65,3/2/2015 16:54,Market at Sansome,77,356,Subscriber,94121
663992,845,3/2/2015 16:33,Clay at Battery,41,3/2/2015 16:47,San Francisco Caltrain (Townsend at 4th),70,633,Subscriber,94301
663752,278,3/2/2015 13:07,Powell Street BART,39,3/2/2015 13:11,Market at 10th,67,391,Subscriber,94061
663471,572,3/2/2015 9:18,Yerba Buena Center of the Arts (3rd @ Howard),68,3/2/2015 9:28,Market at 10th,67,332,Subscriber,94707
663365,491,3/2/2015 8:59,San Francisco Caltrain 2 (330 Townsend),69,3/2/2015 9:07,Market at 4th,76,554,Subscriber,94010
663261,337,3/2/2015 8:41,2nd at Folsom,62,3/2/2015 8:47,Clay at Battery,41,399,Subscriber,94107
662892,529,3/2/2015 6:27,St James Park,13,3/2/2015 6:36,San Jose Diridon Caltrain Station,2,179,Subscriber,97214
662812,545,3/1/2015 21:00,Harry Bridges Plaza (Ferry Building),50,3/1/2015 21:09,2nd at South Park,64,659,Subscriber,94107
662780,434,3/1/2015 18:03,Harry Bridges Plaza (Ferry Building),50,3/1/2015 18:10,Embarcadero at Sansome,60,109,Subscriber,94111
662740,111,3/1/2015 16:44,Paseo de San Antonio,7,3/1/2015 16:46,Paseo de San Antonio,7,36,Customer,nil
662485,594,3/1/2015 10:34,San Francisco Caltrain 2 (330 Townsend),69,3/1/2015 10:44,Embarcadero at Folsom,51,306,Subscriber,95131
662467,473,3/1/2015 10:02,Powell at Post (Union Square),71,3/1/2015 10:10,San Francisco Caltrain 2 (330 Townsend),69,100,Subscriber,94107
662346,1452,2/28/2015 19:00,5th at Howard,57,2/28/2015 19:24,Embarcadero at Vallejo,48,545,Customer,15217
662327,154,2/28/2015 18:14,Yerba Buena Center of the Arts (3rd @ Howard),68,2/28/2015 18:17,5th at Howard,57,537,Subscriber,94107
662318,569,2/28/2015 17:39,San Francisco Caltrain 2 (330 Townsend),69,2/28/2015 17:48,South Van Ness at Market,66,344,Subscriber,94117
661992,613,2/28/2015 8:45,Clay at Battery,41,2/28/2015 8:55,Civic Center BART (7th at Market),72,592,Subscriber,94103
661940,373,2/28/2015 0:03,5th at Howard,57,2/28/2015 0:09,San Francisco Caltrain 2 (330 Townsend),69,368,Subscriber,94107
661328,650,2/27/2015 15:46,Davis at Jackson,42,2/27/2015 15:56,San Francisco Caltrain (Townsend at 4th),70,493,Subscriber,94030
661307,660,2/27/2015 15:35,5th at Howard,57,2/27/2015 15:46,San Francisco Caltrain 2 (330 Townsend),69,607,Subscriber,94107
661305,369,2/27/2015 15:31,2nd at South Park,64,2/27/2015 15:37,San Francisco Caltrain 2 (330 Townsend),69,502,Subscriber,94107
661255,711,2/27/2015 14:52,San Francisco Caltrain (Townsend at 4th),70,2/27/2015 15:04,Embarcadero at Folsom,51,569,Subscriber,95131
661242,652,2/27/2015 14:26,5th at Howard,57,2/27/2015 14:37,South Van Ness at Market,66,477,Subscriber,94117
661163,420,2/27/2015 12:57,Commercial at Montgomery,45,2/27/2015 13:04,Market at Sansome,77,442,Subscriber,94704
661066,13471,2/27/2015 11:08,Mechanics Plaza (Market at Battery),75,2/27/2015 14:52,Grant Avenue at Columbus Avenue,73,587,Customer,91601
660977,296,2/27/2015 9:52,Temporary Transbay Terminal (Howard at Beale),55,2/27/2015 9:57,Yerba Buena Center of the Arts (3rd @ Howard),68,487,Subscriber,94804
660316,487,2/26/2015 19:30,San Francisco Caltrain 2 (330 Townsend),69,2/26/2015 19:38,Civic Center BART (7th at Market),72,351,Subscriber,94103
660304,387,2/26/2015 19:17,Mechanics Plaza (Market at Battery),75,2/26/2015 19:24,Broadway St at Battery St,82,482,Subscriber,94107
660058,982,2/26/2015 17:33,Howard at 2nd,63,2/26/2015 17:50,San Francisco City Hall,58,363,Subscriber,94544
659989,631,2/26/2015 17:13,Mechanics Plaza (Market at Battery),75,2/26/2015 17:23,San Francisco Caltrain (Townsend at 4th),70,470,Subscriber,94402
659917,538,2/26/2015 16:58,Howard at 2nd,63,2/26/2015 17:07,San Francisco Caltrain (Townsend at 4th),70,377,Subscriber,95014
659786,1073,2/26/2015 16:14,Golden Gate at Polk,59,2/26/2015 16:32,Market at 4th,76,574,Subscriber,94102
659231,518,2/26/2015 9:08,Temporary Transbay Terminal (Howard at Beale),55,2/26/2015 9:17,Broadway St at Battery St,82,374,Subscriber,94618
659022,549,2/26/2015 8:25,Harry Bridges Plaza (Ferry Building),50,2/26/2015 8:34,Yerba Buena Center of the Arts (3rd @ Howard),68,348,Subscriber,94903
658629,230,2/25/2015 20:55,Embarcadero at Bryant,54,2/25/2015 20:59,2nd at Townsend,61,212,Subscriber,98121
658624,304,2/25/2015 20:49,Mechanics Plaza (Market at Battery),75,2/25/2015 20:54,Powell at Post (Union Square),71,33,Subscriber,94107
658595,566,2/25/2015 20:13,Powell Street BART,39,2/25/2015 20:23,San Francisco City Hall,58,507,Subscriber,94107
658525,456,2/25/2015 19:06,San Francisco Caltrain 2 (330 Townsend),69,2/25/2015 19:14,Powell Street BART,39,100,Subscriber,94618
658308,201,2/25/2015 17:50,San Francisco Caltrain (Townsend at 4th),70,2/25/2015 17:53,San Francisco Caltrain (Townsend at 4th),70,69,Subscriber,94133
658198,1282,2/25/2015 17:15,Civic Center BART (7th at Market),72,2/25/2015 17:37,2nd at South Park,64,66,Subscriber,94108
658007,284,2/25/2015 16:15,2nd at South Park,64,2/25/2015 16:19,San Francisco Caltrain 2 (330 Townsend),69,377,Subscriber,95123
657994,163,2/25/2015 16:03,Mechanics Plaza (Market at Battery),75,2/25/2015 16:06,Steuart at Market,74,471,Subscriber,94107
657935,148,2/25/2015 15:19,Broadway St at Battery St,82,2/25/2015 15:21,Harry Bridges Plaza (Ferry Building),50,582,Subscriber,94901
657909,567,2/25/2015 14:52,San Jose City Hall,10,2/25/2015 15:01,San Jose Diridon Caltrain Station,2,653,Subscriber,94502
657773,538,2/25/2015 12:10,2nd at Townsend,61,2/25/2015 12:19,Harry Bridges Plaza (Ferry Building),50,496,Subscriber,94558
657585,687,2/25/2015 9:39,Steuart at Market,74,2/25/2015 9:50,2nd at Townsend,61,334,Customer,94945
657578,613,2/25/2015 9:35,Steuart at Market,74,2/25/2015 9:46,2nd at Townsend,61,398,Subscriber,94513
657574,354,2/25/2015 9:34,Beale at Market,56,2/25/2015 9:40,Broadway St at Battery St,82,548,Subscriber,94132
657541,293,2/25/2015 9:25,Market at Sansome,77,2/25/2015 9:30,2nd at South Park,64,406,Subscriber,94702
657464,1069,2/25/2015 9:03,Embarcadero at Sansome,60,2/25/2015 9:21,Golden Gate at Polk,59,390,Subscriber,94133
657421,541,2/25/2015 8:56,Grant Avenue at Columbus Avenue,73,2/25/2015 9:05,Embarcadero at Folsom,51,306,Subscriber,94133
657167,1101,2/25/2015 7:59,Harry Bridges Plaza (Ferry Building),50,2/25/2015 8:18,Townsend at 7th,65,520,Subscriber,94590
657155,194,2/25/2015 7:56,Townsend at 7th,65,2/25/2015 7:59,San Francisco Caltrain 2 (330 Townsend),69,480,Subscriber,94107
657071,232,2/25/2015 7:23,2nd at South Park,64,2/25/2015 7:26,Howard at 2nd,63,472,Subscriber,94107
656806,955,2/24/2015 19:23,Beale at Market,56,2/24/2015 19:39,2nd at Townsend,61,540,Subscriber,94107
656747,3109,2/24/2015 18:43,2nd at Folsom,62,2/24/2015 19:35,Embarcadero at Vallejo,48,407,Subscriber,94070
656554,444,2/24/2015 17:47,Civic Center BART (7th at Market),72,2/24/2015 17:54,Market at Sansome,77,557,Customer,61427
656268,400,2/24/2015 16:21,Embarcadero at Sansome,60,2/24/2015 16:28,Steuart at Market,74,585,Subscriber,94114
656155,951,2/24/2015 15:10,Embarcadero at Sansome,60,2/24/2015 15:26,San Francisco Caltrain (Townsend at 4th),70,269,Subscriber,94043
656116,494,2/24/2015 14:33,Townsend at 7th,65,2/24/2015 14:41,Civic Center BART (7th at Market),72,526,Customer,94578
656041,283,2/24/2015 12:51,Townsend at 7th,65,2/24/2015 12:56,San Francisco Caltrain (Townsend at 4th),70,593,Subscriber,94107
655953,307,2/24/2015 11:30,Beale at Market,56,2/24/2015 11:35,Embarcadero at Bryant,54,518,Subscriber,94107
655792,813,2/24/2015 9:35,Steuart at Market,74,2/24/2015 9:49,Townsend at 7th,65,636,Subscriber,94703
655596,259,2/24/2015 8:47,Market at 4th,76,2/24/2015 8:51,5th at Howard,57,560,Subscriber,94709
655532,443,2/24/2015 8:32,San Francisco Caltrain (Townsend at 4th),70,2/24/2015 8:39,Howard at 2nd,63,354,Subscriber,94062
655430,803,2/24/2015 8:03,Powell at Post (Union Square),71,2/24/2015 8:16,Townsend at 7th,65,403,Customer,92618
655177,279,2/23/2015 23:17,Embarcadero at Sansome,60,2/23/2015 23:22,Steuart at Market,74,134,Subscriber,94517
654988,208,2/23/2015 19:00,Market at 10th,67,2/23/2015 19:03,Civic Center BART (7th at Market),72,481,Subscriber,94112
654946,471,2/23/2015 18:42,Market at 4th,76,2/23/2015 18:50,San Francisco Caltrain (Townsend at 4th),70,334,Subscriber,94303
654915,391,2/23/2015 18:32,Embarcadero at Bryant,54,2/23/2015 18:38,Beale at Market,56,487,Subscriber,94105
654847,393,2/23/2015 18:10,Embarcadero at Vallejo,48,2/23/2015 18:17,Embarcadero at Bryant,54,551,Subscriber,94105
654578,1046,2/23/2015 17:04,San Francisco City Hall,58,2/23/2015 17:21,Grant Avenue at Columbus Avenue,73,96,Subscriber,94133
654557,320,2/23/2015 16:58,Market at 4th,76,2/23/2015 17:04,Harry Bridges Plaza (Ferry Building),50,541,Subscriber,94558
654514,490,2/23/2015 16:48,Embarcadero at Sansome,60,2/23/2015 16:56,Steuart at Market,74,419,Subscriber,94546
654239,11285,2/23/2015 13:13,Washington at Kearny,46,2/23/2015 16:21,San Francisco Caltrain (Townsend at 4th),70,279,Customer,54
654132,476,2/23/2015 11:16,5th at Howard,57,2/23/2015 11:24,Temporary Transbay Terminal (Howard at Beale),55,417,Subscriber,94170
653908,942,2/23/2015 9:09,San Francisco Caltrain 2 (330 Townsend),69,2/23/2015 9:25,Embarcadero at Folsom,51,158,Subscriber,94107
653855,215,2/23/2015 8:57,San Francisco Caltrain 2 (330 Townsend),69,2/23/2015 9:01,Townsend at 7th,65,532,Subscriber,94010
653820,373,2/23/2015 8:50,Steuart at Market,74,2/23/2015 8:56,Howard at 2nd,63,214,Subscriber,94501
653546,794,2/23/2015 7:41,Harry Bridges Plaza (Ferry Building),50,2/23/2015 7:54,San Francisco Caltrain (Townsend at 4th),70,392,Subscriber,94133
653397,199,2/23/2015 6:20,2nd at Townsend,61,2/23/2015 6:24,San Francisco Caltrain (Townsend at 4th),70,335,Subscriber,94107
653309,124,2/22/2015 18:25,Broadway St at Battery St,82,2/22/2015 18:27,Davis at Jackson,42,561,Subscriber,94107
653241,4761,2/22/2015 15:45,Commercial at Montgomery,45,2/22/2015 17:04,Embarcadero at Sansome,60,278,Customer,95815
653051,488,2/22/2015 10:34,2nd at Folsom,62,2/22/2015 10:42,San Francisco Caltrain (Townsend at 4th),70,274,Subscriber,94103
652984,398,2/22/2015 8:28,Temporary Transbay Terminal (Howard at Beale),55,2/22/2015 8:34,5th at Howard,57,424,Subscriber,94107
652951,573,2/21/2015 22:58,Embarcadero at Folsom,51,2/21/2015 23:07,Embarcadero at Folsom,51,374,Customer,90012
652868,1593,2/21/2015 17:10,5th at Howard,57,2/21/2015 17:37,San Francisco Caltrain 2 (330 Townsend),69,109,Subscriber,94107
652631,309,2/21/2015 11:26,Broadway St at Battery St,82,2/21/2015 11:31,Mechanics Plaza (Market at Battery),75,524,Subscriber,94133
652597,245,2/21/2015 10:33,2nd at Townsend,61,2/21/2015 10:37,2nd at Folsom,62,391,Subscriber,94107
652540,747,2/21/2015 8:41,San Francisco Caltrain 2 (330 Townsend),69,2/21/2015 8:53,Powell Street BART,39,512,Subscriber,94102
652494,356,2/20/2015 23:24,Post at Kearny,47,2/20/2015 23:30,2nd at South Park,64,269,Subscriber,94107
651920,251,2/20/2015 16:09,Broadway St at Battery St,82,2/20/2015 16:13,Steuart at Market,74,556,Subscriber,94556
651912,580,2/20/2015 16:06,Embarcadero at Folsom,51,2/20/2015 16:15,San Francisco Caltrain (Townsend at 4th),70,527,Subscriber,94041
651905,4101,2/20/2015 16:01,Market at 10th,67,2/20/2015 17:09,South Van Ness at Market,66,572,Subscriber,94214
651759,1050,2/20/2015 14:16,Townsend at 7th,65,2/20/2015 14:34,Davis at Jackson,42,354,Subscriber,94111
651609,649,2/20/2015 11:37,Post at Kearny,47,2/20/2015 11:48,San Francisco Caltrain 2 (330 Townsend),69,464,Subscriber,94107
651312,855,2/20/2015 8:52,Harry Bridges Plaza (Ferry Building),50,2/20/2015 9:06,2nd at South Park,64,465,Subscriber,94133
651291,526,2/20/2015 8:50,San Francisco Caltrain (Townsend at 4th),70,2/20/2015 8:59,Market at Sansome,77,505,Subscriber,94404
650997,281,2/20/2015 5:55,Grant Avenue at Columbus Avenue,73,2/20/2015 6:00,Market at Sansome,77,505,Subscriber,94133
650976,3867,2/19/2015 23:07,Redwood City Caltrain Station,22,2/20/2015 0:11,Redwood City Caltrain Station,22,690,Customer,94063
650930,292,2/19/2015 20:54,Commercial at Montgomery,45,2/19/2015 20:59,Broadway St at Battery St,82,279,Subscriber,94111
650879,370,2/19/2015 19:56,Market at 10th,67,2/19/2015 20:02,5th at Howard,57,877,Subscriber,94107
650630,451,2/19/2015 17:41,5th at Howard,57,2/19/2015 17:49,Townsend at 7th,65,400,Subscriber,94107
650589,568,2/19/2015 17:28,Yerba Buena Center of the Arts (3rd @ Howard),68,2/19/2015 17:38,San Francisco Caltrain (Townsend at 4th),70,330,Subscriber,94014
650335,121,2/19/2015 15:53,Market at 4th,76,2/19/2015 15:55,Powell Street BART,39,434,Subscriber,94107
650309,439,2/19/2015 15:31,Embarcadero at Folsom,51,2/19/2015 15:39,Mechanics Plaza (Market at Battery),75,592,Customer,94103
650277,280,2/19/2015 15:11,Broadway St at Battery St,82,2/19/2015 15:16,Beale at Market,56,363,Subscriber,94131
650006,823,2/19/2015 10:02,Temporary Transbay Terminal (Howard at Beale),55,2/19/2015 10:15,Market at 4th,76,268,Subscriber,94010
649958,75,2/19/2015 9:39,Embarcadero at Sansome,60,2/19/2015 9:40,Embarcadero at Sansome,60,590,Subscriber,94080
649176,848,2/18/2015 18:31,San Francisco Caltrain (Townsend at 4th),70,2/18/2015 18:45,Market at 10th,67,270,Subscriber,94103
649073,599,2/18/2015 18:02,Market at 10th,67,2/18/2015 18:12,San Francisco Caltrain (Townsend at 4th),70,541,Subscriber,94403
649056,794,2/18/2015 17:56,Broadway St at Battery St,82,2/18/2015 18:09,San Francisco Caltrain (Townsend at 4th),70,598,Subscriber,95130
648879,354,2/18/2015 17:00,Embarcadero at Sansome,60,2/18/2015 17:06,Harry Bridges Plaza (Ferry Building),50,469,Subscriber,94596
648729,772,2/18/2015 16:00,Mechanics Plaza (Market at Battery),75,2/18/2015 16:13,San Francisco Caltrain (Townsend at 4th),70,628,Subscriber,94063
648609,837,2/18/2015 13:53,Embarcadero at Bryant,54,2/18/2015 14:07,San Francisco Caltrain 2 (330 Townsend),69,405,Customer,2748
648342,401,2/18/2015 9:45,Embarcadero at Bryant,54,2/18/2015 9:52,San Francisco Caltrain 2 (330 Townsend),69,421,Subscriber,94105
648080,599,2/18/2015 8:25,San Francisco Caltrain (Townsend at 4th),70,2/18/2015 8:35,Market at Sansome,77,515,Subscriber,94010
648004,368,2/18/2015 8:04,Embarcadero at Bryant,54,2/18/2015 8:11,San Francisco Caltrain (Townsend at 4th),70,390,Subscriber,94105
647918,1077,2/18/2015 7:41,Grant Avenue at Columbus Avenue,73,2/18/2015 7:59,San Francisco Caltrain 2 (330 Townsend),69,377,Subscriber,94133
